OID_,Prj_Cde,Site_Code,GlobalID,MGA_Zone,Easting_MGA,Northing_MGA,Latitude_GDA2020,Longitude_GDA2020,NVIS_Maj_Veg_Subgroup,PrjTargtID,TargetID,TargetName_DB,TargetName,Establishment_Date,last_edited_date,Location,Monumentation,Comments,Baiting___Feral_Predators,Baiting___Grooming_Traps,Baiting___Pigs,Baiting___Rabbits,Bird_Survey,Motion_Camera_Survey,Native_Fauna_Trapping,Sand_Pad_Survey,Nestbox_Survey,Vegetation_Monitoring___Photo_Points,Vegetation_Monitoring___Tree_Health_Quadrat,Vegetation_Monitoring___Quadrat_Species,Vegetation_Monitoring___Vegetation_Intercept,Legacy_PropDB_Site_ID
886,DARW,CDR_041,{3CD35054-1D77-4ED9-9FD5-C6DD3BB4CE5A},50,492325.005100000009406,6716024.492100000381470,-29.68582346,116.920671931000015,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T04,T04,Low Granite Hills And Breakaways,Low Granite Hills,20/08/2006 0:00,22/08/2022 1:23,9.7 km S of Salmon Gum track junction W of Homestead. Site located approx 30 m W of track (N of White Dam).,"1 Tagged picket, 1 dropper","(From Veg Descr.)...a shrub layer (Halosarcia at 1st peg, Acacia sp. And 2nd peg/patch).
Comments: Melaleuca unculata, Eremophila oppositifolia an indicator of goat pressure (not heavy damage, but some browse-lines)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1526
887,DARW,CDR_042,{149DE5A0-C3B5-43C4-B402-8E992A476EF0},50,492388.005100000009406,6716715.492100000381470,-29.67958755,116.921327949000101,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,Avon Sandplains,20/08/2006 0:00,22/08/2022 1:23,8.9 km S of Salmon Gum junction track W of Homestead. Site located approx 10 m W of track.,"1 tagged picket, 1 dropper","Some water flow down track (southerly), litter trains alongside.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1527
888,DARW,CDR_043,{B038E1F4-50CB-40CA-9B2B-7965CB2F6EAE},50,492861.005100000009406,6718134.492100000381470,-29.66678382,116.926225879000071,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,Avon Sandplains,1/08/2005 0:00,22/08/2022 1:23,7.4 km S of Salmon Gums track junction W of Homestead. Site located approx 10 m E of track.,"1 tagged picket, 1 dropper",,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1083
889,DARW,CDR_044,{0AD472D0-CF60-4E19-9932-6A7987673DF3},50,492824.005200000014156,6720621.492100000381470,-29.64433824,116.925859978000062,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,Avon Sandplains,20/08/2005 0:00,22/08/2022 1:23,4.9 km S of Salmon Gum track junction along track to White Dam.  Site located approx 15 m E of track.,"1 tagged picket, 1 dropper","Veg Descr. CTD… Shrub layer to 0.45m Keraudrenia. Sparse grasses, Amphipogon.

Comments: Heathland shrubs developing in shrub layer. Grevillea ?jurofolia, Hakea ?franc also developing in 'canopy' layer.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1528
890,DARW,CDR_045,{5DF218B4-CCF3-44A1-9ED2-D51D35CB750B},50,492817.005200000014156,6721000.492100000381470,-29.64091769,116.925790165000080,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,Eucalypt Woodlands,20/08/2005 0:00,22/08/2022 1:23,"Judy's breakaway site, 4.4 km S of Salmon Gum track junction.  Site located approx 15 m W of track.","2 permanent pickets, tagged",Multiple age Erm opp. Not grazed much (good).,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1529
891,DARW,CDR_046,{5AAC864C-4E0F-4718-B955-4969323A9DD4},50,492459.005300000018906,6724366.492100000381470,-29.61053704,116.922114923000095,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,Eucalypt Woodlands,1/08/2005 0:00,22/08/2022 1:23,"Salmon Gum woodland 5.3 km W of Homestead. Site located 200 m S from junction down track to White Dam, approx 20 m W of track. ","2 permanent droppers, tagged","CONS COUNCIL CLIMATE CHANGE SITE.
CDR FAUNA SURVEY SITE, pitfall locations:
Bucket 1 E. 492442 N. 6724357
Bucket 2 E. 492373 N. 6724350
Bucket 3 E. 492362 N. 6724407
Bucket 4 E. 492409 N. 6724422

Source / key area for birds (SG).
Fragile key habitat require above average management
Signs of recovery post pastoraliasm: recruits of palatable perennials (eg. A. vesic).
Could improve more; berry fruit TBCs, standing dead (eg. Sandalwood, Eremophilas etc..)
Litter still a bit loosely held",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Yes,1530
892,DARW,CDR_047,{D1BEF27E-179A-4990-8FB4-FDDBB943E5D6},50,492749.005300000018906,6723882.492100000381470,-29.61490693,116.925106877000076,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,Low Granite Hills,1/08/2006 0:00,22/08/2022 1:23,800 m S of Salmon Gum track junction (W of Homestead) heading toward Whites Dam. Site located approx 15 m E of track.,"2 permanent pickets, tagged","Yound Erm oppositifolia ungrazed (good sign). Very healthy soil crusts of algae, lichens, moss (sparse) liverworts. 
Decreasers A. elegant, Mar thes, M. geo, Erm opp, San spi, Mar ?thes.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1084
893,DARW,CDR_048,{4B8C91C1-0337-4910-B8A9-D1E568087C3C},50,494012.005400000023656,6725734.492100000381470,-29.59819908,116.938162179000074,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,Low Granite Hills,20/08/2005 0:00,22/08/2022 1:23,3.2 km W of Homestead on track to Salmon Gums and W boundary. Site located approx 10 m S of track.,"1 tagged picket, 1 dropper","Veg Descr. Ctd.. ...This appeared to be an Allocasuarina / Melaleuca tall scrubland (to 6m.)

(no comments)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1531
894,DARW,CDR_049,{C8D89F74-4F36-4AE5-A156-4E1442FF332E},50,496630.005500000028405,6730518.491999999620020,-29.55503243,116.965212979000057,32 - Other shrublands,DARW_T01,T01,Avon Sandplains,Avon Sandplains,23/08/2005 0:00,22/08/2022 1:23,2.2 km N of Wanarra Rd on way to Samphire Camp. E side of track/fence.,"2 permanent pickets, tagged","Mallee fowl nest - active, ready for laying, filling (2006)(GPS'd) Soil surfaces: mosses, foliose lichens, crustose lichens, liverworts, algae (litter, gravel). Lichens on branches of tall shrubs.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1532
895,DARW,CDR_050,{09B60F4B-EF52-467A-B8C6-EAD2F27EF3BD},50,496581.005599999974947,6732732.491999999620020,-29.53505043,116.964714114000117,"39 - Mixed chenopod, samphire +/- forbs",DARW_T05,T05,Palaeodrainage Systems And Freshwater Wetlands,Paleaodrainage & Freshwater,1/08/2006 0:00,22/08/2022 1:23,"4.15 km S of Wanarra boundary fence, on old track heading toward Samphire Camp.  Site located on E side of track.","2 pickets, tagged",Fragile soil surface keep traffic strictly on tracks and minimise perambulation.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1085
896,DARW,CDR_051,{649175A4-F09F-4C30-8B95-FA31E374882C},50,496350.005699999979697,6736286.491999999620020,-29.50297399,116.962341948000017,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Yalgoo Shrublands,20/08/2005 0:00,22/08/2022 1:23,400 m S of Wanarra boundary fence on old track heading to Samphire Camp. Site located approx 30 m E of track.,"2 permanent pickets, tagged","Worth Veg/soil monitoring. Decreaser species: Maireana planifolia, Enchylaena tomentosa, [Thydridolepis & Mon par wanderrie grasses], Eriostemon brucei, Z Austrostipa spp.
? Many dead Callitris adjacent - not fire ??",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1533
897,DARW,CDR_052,{5C1AEA99-9D3C-482B-B0CF-2074DF86BE40},50,496396.005699999979697,6735764.492100000381470,-29.50768532,116.962814822000041,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Yalgoo Shrublands,1/08/2005 0:00,22/08/2022 1:23,950 m S of Wanarra boundary fence along old track to Samphire Camp.  Site located approx 40 m on E side of track.,"2 permanent pickets, tagged","Decreaser perennial plants: Maireana planifolia, M. thesoides, Emerophila opp. & oldfieldii, Cassia charles. Santalum spic. Phtilotus ovovatus?, Pimelia microcephala, ?Persoonia sp.
Litter trains in open indicate poor landscape function (patch leaking) also lenses of loose sand.  Historically some topsoil loss (see tree bases.)  INterpactches unhealthy, sot sorptive.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1086
898,DARW,CDR_053,{F8832336-125B-46AA-BD0A-BD0F6FDD49BE},50,496423.005599999974947,6735010.491999999620020,-29.51449045,116.963090932000114,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Low Granite Hills,20/08/2005 0:00,22/08/2022 1:23,1.7 km S of Wanarra boundary fence on old track to Samphire Camp. Site located approx 20 m E of track.,"2 droppers, 50m apart","Decreaser spp: Mon par & Austrostipa ele, Maireana planifolia, M. thesoides, cassia charlesiana, ?Ptilotus obov.
Severely degraded habitat with leaking fertile patches and litter trains. In open, loose sand patches. General topsoil stripping outside Eucaspheres (historical) Decelerated/partially stabilized. ?Wild oats.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1534
899,DARW,CDR_054,{8EE1A841-281A-4652-AF31-670CBA4F3F91},50,496470.005699999979697,6734364.492100000381470,-29.52032091,116.963573812000050,08 - Eucalyptus woodlands with a shrubby understorey,,,,Paleaodrainage & Freshwater,20/08/2005 0:00,22/08/2022 1:23,2.35 km S of Wanarra boundary fence on old track to Samphire Camp. Site located approx 30 m E of track.,"2 permanent pickets, tagged","Key Decreasers: Maireana thesoides, Eremophila latrobei, oppositifolia, Enchylaena tomentosa, Ptilotus divaricatus, obovatus, Austrostipa elegantissima, Santalum spicatum, Sclerolaena eurotroia, Pimelia microcephala.
Young Ac. Masliniana not grazed (good for recruitment)
Gunniopsis quadrifida and Frankerii have succeeded Maireana and Atriplex west of the fence.
**Worth soil/Veg monitoring - will recover gradually, and has already started**",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1535
900,DARW,CDR_055,{D798B6BE-80D4-4F67-A95A-004FC1A5FA96},50,496441.005699999979697,6733991.491999999620020,-29.52368725,116.963273344000072,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T05,T05,Palaeodrainage Systems And Freshwater Wetlands,Paleaodrainage & Freshwater,20/08/2005 0:00,22/08/2022 1:23,2.7 km S of Wanarra boundary fence on old track to Samphire Camp. Site located approx 30 m W of track.,"1 permanent picket, tagged, 1 dropper","Key Decreasers: Atriplex vesicaria, Maireana atkinsiana, Sclerolaena eurotioides, Enchylaena tomentosa, Cratystylis subspinescens, Maireana platycarpa (!!!). M. glomerifolia, M ?tomentosa (small), Cassia ?venuste, Chenopodium sp. Danthonia caespitosa, Austrostipa elegantissima, Eragrostis dielsii.
Increaser species: Frankenia, Gunniopsis quadrifida.
Moss thick under old sage.
** Check Old Sage for key decreasers**",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1536
901,DARW,CDR_056,{130C9498-70FD-494A-9689-37FD282FCA64},50,496549.005599999974947,6731171.491999999620020,-29.54913874,116.964378918000079,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T05,T05,Palaeodrainage Systems And Freshwater Wetlands,Paleaodrainage & Freshwater,20/08/2005 0:00,22/08/2022 1:23,2.85 km N of Wanarra Rd on track to Samphire Camp.,"2 permenent droppers, tagged","Scattered Mel lei recruitment, some dense patches.
Largely stripped alluvial plain with some remnant A-horizon under thicker paperbark clumps.
Desirable trend: Ground cover, TBCs, Mel lei recruits mature/thin, gradually shrub stratum develops and browse lines recover.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1537
902,DARW,CDR_057,{C4EEF33A-5E89-4B76-83AC-D26643A6E80A},50,499504.005300000018906,6721373.491899999789894,-29.637572,116.994875887000035,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T04,T04,Low Granite Hills And Breakaways,Low Granite Hills,1/08/2005 0:00,22/08/2022 1:23,2.6 km E of Smith Well on track to Browns Well. Site located approx 30 m S of track.,"1 tagged picket, 1 dropper",Probably workth monitorin this site for regen of extirpated shrubs and grasses.  Berry fruited shrubs at TBC's first response (probably).  Eremophila clarkei increasing.  Iridomyrex ?purpurea ant nexst patches to 4m wide.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1087
903,DARW,CDR_058,{B5B5CF3A-0AC0-4484-ACC2-E8080EFD8D6E},50,497582.005400000023656,6726699.491999999620020,-29.58950186,116.975031590000071,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,Yalgoo Shrublands,20/08/2006 0:00,22/08/2022 1:23,Approx 80 m at 60 degrees from Windy Well Tank (quite difficult to find).,1 tagged picket,"Both CDR58,59 sites could be moved south to avoid York Gum Woodland influence on birds' data etc.
Heavy Kangaroo Grazing
Decreasers: Austrostipa elegantissima (refuge species at moment), Aust. sp. Ptilotus obovatus",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1538
904,DARW,CDR_059,{EE78B52D-5465-4E44-BDC0-C4851F876951},50,496818.005400000023656,6726754.491999999620020,-29.58900375,116.967142625000065,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,Avon Sandplains,1/08/2006 0:00,22/08/2022 1:23,Old fence line running E of South Track (just S of Homestead) toward Windy Well. Site approx 30 m S of fenceline.,1 tagged picket,Amphipogon grazed heavily in patches by roos.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1088
905,DARW,CDR_060,{DF8DAC50-CC65-4F64-BFCC-F3E07509479B},50,490138.004899999999907,6710244.492200000211596,-29.73797245,116.898014611000008,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,Eucalypt Woodlands,23/08/2008 0:00,22/08/2022 1:23,Site approx 30 m S of southern most track/fence. 6.3 km W of South Track gate/fence.,,"Heavy litter under trees, very 'rich' in invertebrate activity. Abundant hollows, logs. Regent parrots, red tailed black cockatoos and galahs in pair (1 or 2 each) there. Most fringing York Gums burnt, abundant recruitment from seed, some survivors sprouting epicormically. Abundant kangaroo dung under some trees (?Whit Dam). Austrostipa elegantissima uncommon",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1089
906,DARW,CDR_061,{5ADA0890-7EF3-4DA5-AA23-8743E5100198},50,498446.005400000023656,6727437.491899999789894,-29.58284265,116.983954378000021,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T02,T02,Eucalypt Woodlands,Cleared paddock,25/08/2006 0:00,22/08/2022 1:23,"E Homestead paddock. 300 m W of tank at end of paddock, 20 m S of fence.","1 tagged picket, 1 dropper","Decreasers: Ptilotus obovatus (open) Enchylaena tomentosa (TBC), Ptilotus sp. (prostrate, heavily grazed); Austrostipa sp (collected), Monachather paradoxa, Danthonia caespitosa. 
B peg: 498436E,6727391N
Termites gathering litter. B peg: 498436,6727391",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1558
907,DARW,CDR_062,{FDFFCDF3-9B7B-46DE-9E7D-B9B7A1864DEC},50,497449.005400000023656,6727411.491999999620020,-29.58307567,116.973659890000022,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,Cleared paddock,25/08/2006 0:00,22/08/2022 1:23,E Homestead paddock. 800 m E of top paddock gate (to Homestead & yards). SIte located 50 m W of track.,"2 pickets, tagged","FAUNA SURVEY SITE Pitfall locations:
Bucket 1 E. 497472 N. 6727473
Bucket 2 E. 497476 N. 6727542
Bucket 3 e. 497389 N. 6727533
Bucket 4 E. 497406 N. 6727460
Decreasers see CDR061. Also Austrostipa elegantissima.
Bare patches surrounding Ac. acumin. Common. Allelopathy, kangaroos and/or wind funnelling. Erosion? Some healthy surfaces. Probably camping roos and wind on disturbed ground. B peg: 497447,6727457",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Yes,1559
908,DARW,CDR_063,{29CA58FE-1FC5-47F2-8B2F-752DA8E9B101},50,504627.005300000018906,6722226.491700000129640,-29.62986506,117.047797868000089,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,Avon Sandplains,1/08/2006 0:00,22/08/2022 1:23,1.1 km E of Browns Well along track to E boundary. Site located approx 15 m S of track.,"2 permanent pickets, tagge","B peg: 504629E, 6722171N 24/8/2007. Added Richard M. 25 March 2008.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,809
909,DARW,CDR_064,{C6066C86-2841-482B-ABFB-3CD5FD25E0B5},50,503403.005400000023656,6723672.491700000129640,-29.61681869,117.035149183000044,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,Avon Sandplains,26/08/2006 0:00,22/08/2022 1:23,4.0 km S of Breakaway Well on track to Browns Well. Site located 15 m E of track.,"2 permanent pickets, tagged","Moderately close tall shrubland (PFC = ~ 8) with no sign of fire in recent decades (since at least 1969).
B peg: 503456E,6723663N 24/8/2007. Added Richard M 25 March 2008.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1560
910,DARW,CDR_065,{9642549B-F3DA-45F5-9D83-91863BAC87D1},50,493769.005699999979697,6736374.492100000381470,-29.50216955,116.935713533000012,20 - Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,,,,Paleaodrainage & Freshwater,1/08/2007 0:00,22/08/2022 1:23,"2.25 km E of Quandong Well. Follow track 1.7 km SE of Quandong Well to salt lake, then take left turn onto old track for 550 m. Site located 5 m N from old track.","2 pickets, tagged","Peg B: 493769,6736374
Key decrasers: Maireana glomerifolia, Erem. latrobei, M. thesioides, Erem. oppositifolia, Scaevola spinescens, Austrostipa elegantissima.
Browseline spp. Exocarpos, Erm miniata, Acacia tetrago., Erm. oppositifolia, Meelaleuca ?uncinata.
Major topsoil stsripping restabilised, but threats from approaching gulley heads.  Goat impacts severe.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,810
911,DARW,CDR_066,{9AE9580D-84EC-4A9E-93D1-9E9A736CBC1D},50,495338.005699999979697,6735958.492100000381470,-29.50593091,116.951899453000010,"39 - Mixed chenopod, samphire +/- forbs",DARW_T05,T05,Palaeodrainage Systems And Freshwater Wetlands,Paleaodrainage & Freshwater,1/08/2007 0:00,22/08/2022 1:23,4 km along salt lake track E of Quandong Well. Site located approx 50 m E of track. [WA Rangeland Management Site].,"WARMS pickets, and black back star picket, tagged","Coords amended 25 March 2008 - Richard M. per advice reserve managers. Old coords: 495349E, 6735960N.
Key decreasers: Cassia sp (super palatable), Atriplex vesicaria, Maireanna platycarpa, Sage, Mair. thesoides, young Ac. mas. Exo aph.
Increasers: Gun. quad, Frankenia
Browse spp: Acacia maas, Exo aph
Fertile patches declining: bush mounds, litter under Aca maas
Loose sand and litter in large open areas.  Rabbits a major problem through out this area.  Very fre key palatable remain.  This is",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,811
912,DARW,CDR_067,{8804AF1D-F509-40E8-8F60-9760EB573F69},50,498118.005899999989197,6740170.491999999620020,-29.46792359,116.980589600000030,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Yalgoo Shrublands,26/08/2006 0:00,22/08/2022 1:23,Approx 130 m S of W boundary junction (S of Vermin Proof Fence) and track to Finlayson Well. Site located approx 15 m E of track/fence.,"1 tagged picket, 1 dropper","Decreaser species (goats): Pimelia microcephala, Eremophila latrobei, Ac. Spp, mixed age/size; increasing. EOM site relocated. Duplicate with old coordinates (4999903E, 6740663N) deleted.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1561
913,DARW,CDR_068,{85A0A5E9-D280-44F4-98C8-56EBA8919E6E},50,498149.005899999989197,6742501.491999999620020,-29.44688554,116.980913265000027,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Yalgoo Shrublands,26/08/2006 0:00,22/08/2022 1:23,1.3 km S of NW corner/Vermin Proof Fence. Site located approx 10 m E of track.,"1 tagged picket, 1 dropper","Decreasers (re: goats): Eremophila latrobei; Scaevola spinescens, Santalum spicatum, Maireana thesoides, Eremophila oldfieldii.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1562
914,DARW,CDR_069,{3E9A6CBF-E2A4-42BD-BD3A-BE04B53B4471},50,498153.005899999989197,6743667.491999999620020,-29.43636196,116.980956476000074,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Yalgoo Shrublands,26/08/2006 0:00,22/08/2022 1:23,70 m S of NW corner of reserve. Adjacent to Vermin Proof Fence.,Star picket 10m off track/fence to east,Few palatable perennial plants indicating substantial historic grazing impact - but resilience of landscape / topsoil remains. Ptilotus ?drummondii.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1563
915,DARW,CDR_070,{5D740D27-22D4-4D31-B213-0B60CF7E4F75},50,498923.005899999989197,6742363.491999999620020,-29.44813194,116.988894318000007,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Greenstone Hills,26/08/2006 0:00,22/08/2022 1:23,1.9 km W of Vermin Proof Fence & Finlayson Track junction. Site located approx 20 m S of Vermin Proof Fence.,"2 permenent pickets, tagged","Severely degraded upland depositional (fertile) York Gum habitat. Goat decreaser spp: Eremophila oldfieldii, oppositifolia, Cassia phylodinea (Sonna), Rhagodia eremeae, Exocarpus aphylla, Scaevola spinescens, Maireana planifolia, Ptilotus ?divaricata. EOM site relocated.
***Small shrub to 0.5m, clustered fine dark green leaves, severely grazed down, keystone sp. Needs identification. Also on transect at  CDR072. ?Minuria?***",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1564
916,DARW,CDR_071,{F7CBD57F-9884-4617-B946-895982F32AD3},50,499910.005899999989197,6742649.491899999789894,-29.44555115,116.999072028000114,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Greenstone Hills,23/08/2007 0:00,22/08/2022 1:23,700 m W from junction of Vermin Proof Fence with track to Finlayson Well. Site approx 50 m S of fence. ,"2 permanent pickets, tagged","B peg: 4999912E,6742602N 23/8/2007.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,812
917,DARW,CDR_072,{AC1D9DE7-0A11-4884-81A2-6D8DAE010FEB},50,500807.005899999989197,6741810.491899999789894,-29.45312317,117.008322042000032,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Greenstone Hills,1/01/2008 0:00,22/08/2022 1:23,0.9 km N of Finlayson Well on track to Vermin Proof Fence. Site located approx 30 m W of track.,,"B peg: 500756,6741810",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,813
918,DARW,CDR_073,{5CA7C820-1CF0-4247-8E1C-F0E63F2DA89E},50,499753.005699999979697,6736619.491999999620020,-29.49997387,116.997451763000072,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Low Granite Hills,26/08/2006 0:00,22/08/2022 1:23,250 m along track SSE of Easter Monday Well heading to 7 Mile Well. Site located approx 50 m N of track.,"1 tagged picket, 1 dropper","Site appears reasonably stable and perhaps regenerating ground storey. Heavy pressure on Chenopodium gaudichaudianum in Eucasphere.
Probable that successive halophytes extirpated by sheep grazing many years ago - eg. Saltbushes and Bluebushes.
B peg: 499750E,6736659N, 23/8/2007",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1565
919,DARW,CDR_074,{08CFA822-15A5-481F-9875-6E52A693F63D},50,496458.004699999990407,6703408.491999999620020,-29.79970106,116.963348856000039,08 - Eucalyptus woodlands with a shrubby understorey,,,,Eucalypt Woodlands,27/08/2007 0:00,22/08/2022 1:23,Approx 1 km N of Great Northern Highway along South Track to Homestead. Site located in UCL.,2 permenent pickets,"Old coords (496467E,6703368N) amended 25 March 2008.
B peg: 496410E,6703406N.
Gimlet referenc site.  Key positives - vey healthy, diverse cryptogams on high microtopography soil surface.  Almost no loose sediment on surface.  ""Stading dead"" species activly replacing/recruiting: Erem. opp, Erem old, Mar. con/geo, Atr ves, Mar can, Thes, Tre, Austr ele in open.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,814
920,DARW,CDR_075,{EF32C08F-44DE-4A09-ADEC-5074A9F6F5B0},50,495798.004599999985658,6700547.491899999789894,-29.82551913,116.956508270000086,08 - Eucalyptus woodlands with a shrubby understorey,,,,Eucalypt Woodlands,27/08/2007 0:00,22/08/2022 1:23,Site located N of Great Northern Highway heading W to Wubin from South Track junction.,"2 droppers, 50m  apart.","CDR 075 - single peg a short walk 30m (sort of North) of small turnaround and campsite. No transect yet. This site is off the right along the highway heading West to Wubin from the South Track junction. The track is pretty obvious if you arelooking for it and I think it's in the first lot of woodland along the road...was pretty well flagged. This description also refers to an 'X' peg.
Note that a previous CDR_075 has been retained as CDR_999.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1664
921,DARW,CDR_076,{94505731-E0A5-45B3-96D5-32D5C98AFFE7},50,492733.005599999974947,6732930.492100000381470,-29.53324696,116.925001996000105,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,Eucalypt Woodlands,24/07/2007 0:00,22/08/2022 1:23,3.9 km NW of Mongers Well on track to Quandong Well. Site located approx 15 m W of track.,"2 permanent pickets, tagged","Unlike site 77, the eucaspheres are generally dominated by unplatable wind/water dispersed seed sp: Olearia muelleri in particular.  Open spaces have loose sand and litter trains indicating landscape instability and leakage, though not severe.  Historic soil stripping evidence by pedestalling of remnant plants in open areas.  Very old York gums with nesting hollows and fallen branches.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,829
