Source,Prj_Cde,Site_ID,Staff_Name,Additional_Personnel,Date,TimeStart,ExtraTimeEnd,Survey_duration_minutes,Year,Survey_design,Number_of_observers,Site_field_notes,All_species_recorded,Cloud_cover,Wind_strength,Temperature(C),Scientific_Name,English_Name,Birdlife_bird_count,Bird_within_survey_area,Birdlife_field_notes,Max_dist_from_start,TIME 1ST CONTACT,CCWA_TIME 2ND CONTACT,CCWA_Latitude,CCWA_Longitude,CCWA_Order,CCWA_SiteSurveyNumber,CCWA_CumulativeSpeciesCount
2014-15Expt,DARW,CDR_040,Chris Wilder,,2015/09/02,10:00,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_040,Chris Wilder,,2015/09/02,10:00,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Purnella albifrons,White-fronted Honeyeater,7,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_040,Liz Fox,,2015/09/02,11:40,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Cacomantis pallidus,Pallid Cuckoo,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_040,Liz Fox,,2015/09/02,11:40,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_040,Liz Fox,,2015/09/02,11:40,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Lichenostomus leucotis,White-eared Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_040,Liz Fox,,2015/09/02,11:40,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Purnella albifrons,White-fronted Honeyeater,3,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_040,Boyd Wykes,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Drymodes brunneopygia,Southern Scrub-robin,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Sue Mather,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Ocyphaps lophotes,Crested Pigeon,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Sue Mather,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Pachycephala rufiventris,Rufous Whistler,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Sue Mather,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Sue Mather,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Purnella albifrons,White-fronted Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Frank O'Connor,,2015/09/02,10:03,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Acanthiza apicalis,Inland Thornbill,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Frank O'Connor,,2015/09/02,10:03,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Psephotus varius,Mulga Parrot,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Frank O'Connor,,2015/09/02,10:03,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Pachycephala rufiventris,Rufous Whistler,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Frank O'Connor,,2015/09/02,10:03,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Smicrornis brevirostris,Weebill,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Frank O'Connor,,2015/09/02,10:03,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Eopsaltria griseogularis,Western Yellow Robin,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Frank O'Connor,,2015/09/02,10:03,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Purnella albifrons,White-fronted Honeyeater,3,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Frank O'Connor,,2015/09/02,10:03,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Lalage tricolor,White-winged Triller,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Boyd Wykes,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Acanthiza uropygialis,Chestnut-rumped Thornbill,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Boyd Wykes,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Oreoica gutturalis,Crested Bellbird,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Boyd Wykes,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Acanthiza apicalis,Inland Thornbill,3,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Boyd Wykes,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Petroica goodenovii,Red-capped Robin,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Boyd Wykes,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Pachycephala rufiventris,Rufous Whistler,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Boyd Wykes,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Boyd Wykes,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Gerygone fusca,Western Gerygone,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Boyd Wykes,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Purnella albifrons,White-fronted Honeyeater,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_041,Frank O'Connor,,2015/09/02,10:03,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Drymodes brunneopygia,Southern Scrub-robin,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Chris Wilder,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Colluricincla harmonica,Grey Shrike-thrush,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Chris Wilder,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Pyrrholaemus brunneus,Redthroat,3,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Chris Wilder,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Chris Wilder,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Chris Wilder,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Smicrornis brevirostris,Weebill,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Chris Wilder,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Gerygone fusca,Western Gerygone,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Chris Wilder,,2015/09/02,8:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Purnella albifrons,White-fronted Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Liz Fox,,2015/09/02,10:13,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Colluricincla harmonica,Grey Shrike-thrush,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Liz Fox,,2015/09/02,10:13,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Cacomantis pallidus,Pallid Cuckoo,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Liz Fox,,2015/09/02,10:13,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Pyrrholaemus brunneus,Redthroat,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Liz Fox,,2015/09/02,10:13,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Smicrornis brevirostris,Weebill,4,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Liz Fox,,2015/09/02,10:13,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Manorina flavigula,Yellow-throated Miner,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Sue Mather,,2015/09/02,11:00,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Oreoica gutturalis,Crested Bellbird,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Sue Mather,,2015/09/02,11:00,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Colluricincla harmonica,Grey Shrike-thrush,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Sue Mather,,2015/09/02,11:00,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Cacomantis pallidus,Pallid Cuckoo,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Sue Mather,,2015/09/02,11:00,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Pyrrholaemus brunneus,Redthroat,4,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Sue Mather,,2015/09/02,11:00,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Pachycephala rufiventris,Rufous Whistler,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_042,Sue Mather,,2015/09/02,11:00,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Smicrornis brevirostris,Weebill,6,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Chris Wilder,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1.5,Calm,,Chalcites basalis,Horsfield's Bronze-Cuckoo,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Frank O'Connor,,2015/09/02,8:25,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Oreoica gutturalis,Crested Bellbird,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Frank O'Connor,,2015/09/02,8:25,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Frank O'Connor,,2015/09/02,8:25,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Purnella albifrons,White-fronted Honeyeater,13,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Chris Wilder,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1.5,Calm,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Chris Wilder,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1.5,Calm,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Chris Wilder,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1.5,Calm,,Sericornis frontalis,White-browed Scrubwren,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Chris Wilder,,2015/09/02,11:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1.5,Calm,,Purnella albifrons,White-fronted Honeyeater,7,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Liz Fox,,2015/09/02,16:50,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Calm,,Cacomantis pallidus,Pallid Cuckoo,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Liz Fox,,2015/09/02,16:50,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Calm,,Petroica goodenovii,Red-capped Robin,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_043,Liz Fox,,2015/09/02,16:50,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Calm,,Pachycephala rufiventris,Rufous Whistler,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_063,Chris Wilder,,2015/09/02,15:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Oreoica gutturalis,Crested Bellbird,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_063,Chris Wilder,,2015/09/02,15:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Pachycephala rufiventris,Rufous Whistler,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_064,Sue Mather,,2015/09/02,15:17,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Ocyphaps lophotes,Crested Pigeon,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_064,Sue Mather,,2015/09/02,15:17,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Cacomantis pallidus,Pallid Cuckoo,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_064,Sue Mather,,2015/09/02,15:17,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_064,Sue Mather,,2015/09/02,15:17,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Pardalotus striatus,Striated Pardalote,4,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_064,Frank O'Connor,,2015/09/02,16:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_064,Frank O'Connor,,2015/09/02,16:35,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Liz Fox,,2015/09/02,8:43,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Liz Fox,,2015/09/02,8:43,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Purnella albifrons,White-fronted Honeyeater,4,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Liz Fox,,2015/09/02,8:43,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Rhipidura leucophrys,Willie Wagtail,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Sue Mather,,2015/09/02,10:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Cinclosoma castanotum,Chestnut Quail-thrush,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Sue Mather,,2015/09/02,10:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Ocyphaps lophotes,Crested Pigeon,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Sue Mather,,2015/09/02,10:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Pyrrholaemus brunneus,Redthroat,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Sue Mather,,2015/09/02,10:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Sue Mather,,2015/09/02,10:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Purnella albifrons,White-fronted Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Boyd Wykes,,2015/09/02,10:20,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Leaves,,Colluricincla harmonica,Grey Shrike-thrush,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Boyd Wykes,,2015/09/02,10:20,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Leaves,,Acanthiza apicalis,Inland Thornbill,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Boyd Wykes,,2015/09/02,10:20,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Leaves,,Purnella albifrons,White-fronted Honeyeater,8,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Frank O'Connor,,2015/09/02,11:30,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Leaves,,Acanthiza apicalis,Inland Thornbill,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Frank O'Connor,,2015/09/02,11:30,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Leaves,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Frank O'Connor,,2015/09/02,11:30,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Leaves,,Smicrornis brevirostris,Weebill,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_079,Frank O'Connor,,2015/09/02,11:30,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,1,Leaves,,Purnella albifrons,White-fronted Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Liz Fox,,2015/09/03,13:57,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Barnardius zonarius,Australian Ringneck,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Liz Fox,,2015/09/03,13:57,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Eolophus roseicapillus,Galah,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Liz Fox,,2015/09/03,13:57,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Lichenostomus plumulus,Grey-fronted Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Liz Fox,,2015/09/03,13:57,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Climacteris rufa,Rufous Treecreeper,4,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Liz Fox,,2015/09/03,13:57,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Sue Mather,,2015/09/03,15:15,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Eolophus roseicapillus,Galah,4,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Sue Mather,,2015/09/03,15:15,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Climacteris rufa,Rufous Treecreeper,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Sue Mather,,2015/09/03,15:15,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Pardalotus striatus,Striated Pardalote,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Sue Mather,,2015/09/03,15:15,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Manorina flavigula,Yellow-throated Miner,6,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Frank O'Connor,,2015/09/03,16:22,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Eolophus roseicapillus,Galah,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Frank O'Connor,,2015/09/03,16:22,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Cacomantis pallidus,Pallid Cuckoo,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Frank O'Connor,,2015/09/03,16:22,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Climacteris rufa,Rufous Treecreeper,3,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_020,Frank O'Connor,,2015/09/03,16:22,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Pardalotus striatus,Striated Pardalote,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Frank O'Connor,,2015/09/03,13:40,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Accipiter fasciatus,Brown Goshawk,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Frank O'Connor,,2015/09/03,13:40,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Acanthiza uropygialis,Chestnut-rumped Thornbill,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Frank O'Connor,,2015/09/03,13:40,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Petroica goodenovii,Red-capped Robin,3,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Boyd Wykes,,2015/09/03,15:20,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Petroica goodenovii,Red-capped Robin,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Boyd Wykes,,2015/09/03,15:20,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Pyrrholaemus brunneus,Redthroat,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Boyd Wykes,,2015/09/03,15:20,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Lichenostomus virescens,Singing Honeyeater,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Boyd Wykes,,2015/09/03,15:20,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Pardalotus striatus,Striated Pardalote,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Chris Wilder,,2015/09/03,16:25,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Petroica goodenovii,Red-capped Robin,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Chris Wilder,,2015/09/03,16:25,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Chris Wilder,,2015/09/03,16:25,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Aphelocephala leucopsis,Southern Whiteface,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_021,Chris Wilder,,2015/09/03,16:25,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Malurus splendens,Splendid Fairy-wren,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_022,Chris Wilder,,2015/09/03,13:45,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_022,Liz Fox,,2015/09/03,15:06,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Twigs,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_022,Sue Mather,,2015/09/03,16:30,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Oreoica gutturalis,Crested Bellbird,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_022,Sue Mather,,2015/09/03,16:30,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,NA,Calm,,Lichenostomus virescens,Singing Honeyeater,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_023,Boyd Wykes,,2015/09/03,16:30,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Barnardius zonarius,Australian Ringneck,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_023,Sue Mather,,2015/09/03,13:50,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,2,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_023,Sue Mather,,2015/09/03,13:50,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Manorina flavigula,Yellow-throated Miner,4,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_023,Frank O'Connor,,2015/09/03,15:08,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Manorina flavigula,Yellow-throated Miner,3,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_023,Boyd Wykes,,2015/09/03,16:30,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Manorina flavigula,Yellow-throated Miner,3,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_024,Boyd Wykes,,2015/09/03,13:55,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Petroica goodenovii,Red-capped Robin,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_024,Boyd Wykes,,2015/09/03,13:55,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Pardalotus striatus,Striated Pardalote,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_024,Chris Wilder,,2015/09/03,15:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Chalcites osculans,Black-eared Cuckoo,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_024,Chris Wilder,,2015/09/03,15:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Eolophus roseicapillus,Galah,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_024,Chris Wilder,,2015/09/03,15:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_024,Chris Wilder,,2015/09/03,15:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Pardalotus striatus,Striated Pardalote,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_024,Chris Wilder,,2015/09/03,15:10,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Leaves,,Purnella albifrons,White-fronted Honeyeater,1,Within survey limits,,,,,,,,,
2014-15Expt,DARW,CDR_024,Liz Fox,,2015/09/03,16:18,,20,2015,"Birdlife 2 ha, 20 minute search",1,,,0,Calm,,Acanthiza apicalis,Inland Thornbill,1,Within survey limits,,,,,,,,,
