OID_,Prj_Cde,Site_Code,GlobalID,MGA_Zone,Easting_MGA,Northing_MGA,Latitude_GDA2020,Longitude_GDA2020,NVIS_Maj_Veg_Subgroup,PrjTargtID,TargetID,TargetName,Establishment_Date,last_edited_date,Location,Monumentation,Comments,Status,2020 fire impact,2020 fire severity,Revegetation zone,Baiting___Feral_Predators,Baiting___Grooming_Traps,Baiting___Pigs,Baiting___Rabbits,Bird_Survey,Motion_Camera_Survey,Native_Fauna_Trapping,Sand_Pad_Survey,Nestbox_Survey,Vegetation_Monitoring___Photo_Points,Vegetation_Monitoring___Tree_Health_Quadrat,Vegetation_Monitoring___Quadrat_Species,Vegetation_Monitoring___Vegetation_Intercept,Legacy_PropDB_Site_ID
4445,SCOT,SCOT_0078,{452637F7-29B4-479A-A227-D4A6D8342A5C},55,691380.323500000056811,6023657.374300000257790,-35.9126883,149.120948900000030,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,55 pics. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 37. The original 'ID' as it was prescribed by Brett Howland at time of creation was 20. The original GlobalID was ef9d20c0-0271-4aa7-892a-362cf51eaa83. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4446,SCOT,SCOT_0079,{0549EF49-28EF-4DCD-8415-CF4C7F5199FB},55,691543.868200000026263,6023758.192499999888241,-35.91174792,149.122735972000100,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 38. The original 'ID' as it was prescribed by Brett Howland at time of creation was 21. The original GlobalID was 0aa5a2cb-0ce9-4b35-9648-84fd60be085d. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4447,SCOT,SCOT_0080,{C9E5B9C9-9C3D-4B74-9819-F25868E032CA},55,691528.584599999943748,6023814.010800000280142,-35.911248,149.122553261000121,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 39. The original 'ID' as it was prescribed by Brett Howland at time of creation was 22. The original GlobalID was 4a8625d2-5e9f-4035-8a74-e860639576ea. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4448,SCOT,SCOT_0081,{521A18E8-802A-40AC-903C-C3A3346D1085},55,693803.042600000044331,6024386.482300000265241,-35.90564207,149.147603950000075,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,new 17. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 40. The original 'ID' as it was prescribed by Brett Howland at time of creation was 17. The original GlobalID was 626bf850-f31b-46cc-9956-bdf173dac709. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4449,SCOT,SCOT_0082,{ECE7E99B-44A9-4831-B6D0-6F1C6EF928B5},55,692964.609599999967031,6026541.947399999946356,-35.88638752,149.137796334000086,Other tussock grasslands,SCOT_T02,T02,Native Grasslands,,1/11/2023 23:14,,,16 new. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 41. The original 'ID' as it was prescribed by Brett Howland at time of creation was 16. The original GlobalID was 7c68ac5d-c3b9-4d15-82bc-428765d94502. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4450,SCOT,SCOT_0083,{E1E1CF9B-8B5E-4BC9-BDD7-119AA70F484C},55,691206.037000000011176,6024698.687500000000000,-35.90334027,149.118768333000048,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,32 our. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 42. The original 'ID' as it was prescribed by Brett Howland at time of creation was 32. The original GlobalID was 2daecc7c-384a-47d8-824c-6c19240659ad. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4451,SCOT,SCOT_0084,{DDFC0D20-F6EF-4418-989E-AF60584B2975},55,691222.665299999993294,6024714.768000000156462,-35.90319213,149.118948616000011,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,31 out 660. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 43. The original 'ID' as it was prescribed by Brett Howland at time of creation was 31. The original GlobalID was f2794ef0-dbec-40ad-bb69-75949ab7887f. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4452,SCOT,SCOT_0085,{42E0EFB3-998C-4169-8D09-1D3539D0AA8D},55,690486.709000000031665,6024713.955400000326335,-35.90334305,149.110798617000114,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,27 new. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 44. The original 'ID' as it was prescribed by Brett Howland at time of creation was 27. The original GlobalID was 91fe2ded-156f-48f4-a5e9-5b9e46a4a230. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4453,SCOT,SCOT_0086,{4F30296B-77F1-4363-A51F-8A4C3870EC02},55,690798.962700000032783,6024710.042200000025332,-35.90331745,149.114257550000048,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,26 new . This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 45. The original 'ID' as it was prescribed by Brett Howland at time of creation was 26. The original GlobalID was cff9a808-9483-4d49-84fb-a58d6831f8aa. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4454,SCOT,SCOT_0087,{9CF0C5D7-AF73-4EF5-98E2-740E09095EED},55,691515.891799999983050,6024518.674100000411272,-35.90490155,149.122243066000010,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,28 new. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 46. The original 'ID' as it was prescribed by Brett Howland at time of creation was 28. The original GlobalID was f2a73dda-1cad-4f46-bf9b-f8e68cfa07b3. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4455,SCOT,SCOT_0088,{3B2F09E2-7453-4413-B6E7-92D63D49B6D1},55,691432.622899999958463,6024282.885200000368059,-35.90704228,149.121377633000066,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,24 new. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 47. The original 'ID' as it was prescribed by Brett Howland at time of creation was 24. The original GlobalID was dd8ffb76-8dc7-4781-8268-8b1d2f8b622b. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4456,SCOT,SCOT_0090,{34692984-A259-4476-BE3F-DBE505B509DB},55,691295.689200000022538,6024981.110700000077486,-35.90077813,149.119693283000061,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,30 new. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 49. The original 'ID' as it was prescribed by Brett Howland at time of creation was 30. The original GlobalID was c67587b8-f236-452a-94c7-73ef1a3fa8ee. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4457,SCOT,SCOT_0091,{73A0492A-1C6D-47D1-8185-07CA028B2874},55,691328.330500000040047,6025035.881900000385940,-35.90027827,149.120041583000102,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,29 had 95 photos already. This site was imported from ArcGIS Online from the point layer 'site_locations_0' within the feature layer 'camera locations'. The original OBJECTID was 50. The original 'ID' as it was prescribed by Brett Howland at time of creation was 29. The original GlobalID was 8296a4bb-d7b3-49cc-b2be-851795b84dfc. These are former small mammal camera monitoring sites.,Decommissioned,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4458,SCOT,SCOT_0092,{F839D5B4-DAAB-4D7F-A143-E3157F8B22B7},55,693033.246799999964423,6024670.539499999955297,-35.903235,149.139010000000098,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:17,,none,,Active,Yes,Low,Revegetation Zone,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,
4459,SCOT,SCOT_0093,{92BE142E-82BD-4711-9F6E-6648D58CE7E0},55,693436.800200000056066,6022873.295300000347197,-35.919348,149.143916000000104,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:17,,none,,Active,Yes,Moderate,Revegetation Zone,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,
4460,SCOT,SCOT_0094,{E25A8388-6107-49EC-8EB1-8FE440ABE535},55,693135.725800000014715,6023226.288300000131130,-35.91622715,149.140495471000122,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:17,,Star pickets (A and B) at site,,Active,Yes,High,Revegetation Zone,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,
4461,SCOT,SCOT_0095,{73D9E2D8-230A-4A47-B34B-7D1EA1BF2857},55,693750.419600000022911,6023030.685200000181794,-35.91786786,149.147351397000079,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 1, 'Camera_Number' field was 3, 'DIRECTION' field was sw, 'DATE_established' was 2020-08-05 02:30:09 and GlobalID was {f09126ea-b39d-46c0-87fd-77bbd4b44ce8}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4462,SCOT,SCOT_0096,{0459697F-4C2A-4E3D-AA3C-5F991C0C4978},55,693406.741999999969266,6023496.846300000324845,-35.91373591,149.143431428000099,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 2, 'Camera_Number' field was 4, 'DIRECTION' field was sw, 'DATE_established' was 2020-08-05 02:50:03 and GlobalID was {afaadcf4-49c6-4deb-845e-4937b0bb158c}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4463,SCOT,SCOT_0097,{F2DE423F-6E40-4DB2-B0CC-94070D4995B5},55,693144.259199999971315,6022928.122499999590218,-35.91891186,149.140662400000110,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 3, 'Camera_Number' field was 5, 'DIRECTION' field was s, 'DATE_established' was 2020-08-05 03:03:51 and GlobalID was {1de07f7d-682d-4fdf-83b1-67adacab3f03}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4464,SCOT,SCOT_0098,{91E398CB-153A-4A08-B9D2-7924E3BBC422},55,692823.547999999951571,6023475.332600000314415,-35.91404493,149.136977436000052,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 4, 'Camera_Number' field was 6, 'DIRECTION' field was s, 'DATE_established' was 2020-08-05 03:17:12 and GlobalID was {390fba44-4b1d-417b-9c53-d119168fc012}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4465,SCOT,SCOT_0099,{A7D07DF7-3525-4E06-B1C4-C46435E56223},55,693056.807799999951385,6024015.800699999555945,-35.9091294,149.139429769000117,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 5, 'Camera_Number' field was 16, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 05:01:31 and GlobalID was {361754ac-fba0-42ef-b29d-1cef2af96581}.These are deer camera monitoring sites.",Inactive,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4466,SCOT,SCOT_0100,{B94CB745-EE32-473A-A9F1-ECA0A4B4D5D7},55,693657.159699999960139,6024082.144600000232458,-35.90841297,149.146062457000085,Eucalyptus open forests with a grassy understorey,SCOT_T04,T04,Gungoandra Creek And Tributaries,,7/02/2024 6:34,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 6, 'Camera_Number' field was 1, 'DIRECTION' field was 1, 'DATE_established' was 2020-08-04 14:00:00 and GlobalID was {334f0309-f31e-4cde-9fc3-e5a20ecb8386}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4467,SCOT,SCOT_0101,{730498B5-CD93-4EB6-A335-5F01266242BB},55,693255.314200000022538,6024603.404600000008941,-35.90379602,149.141485499000055,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 7, 'Camera_Number' field was 17, 'DIRECTION' field was s, 'DATE_established' was 2020-08-05 22:30:00 and GlobalID was {b817b5b0-dd9c-4498-9473-79a4966962fd}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4468,SCOT,SCOT_0102,{AA981C19-1C88-438E-B2AB-D703110BD1E8},55,692711.341299999970943,6024495.779500000178814,-35.90487303,149.135487497000099,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 8, 'Camera_Number' field was 8, 'DIRECTION' field was s, 'DATE_established' was 2020-08-05 03:41:39 and GlobalID was {dc0711c4-5313-48e4-ad1c-477d5e2a76c2}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4469,SCOT,SCOT_0103,{51E65999-8EA5-426A-8E5A-D132B09AA735},55,692479.077399999951012,6023961.892199999652803,-35.90972899,149.133044470000073,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 9, 'Camera_Number' field was 7, 'DIRECTION' field was s, 'DATE_established' was 2020-08-05 03:32:54 and GlobalID was {cf7586af-815f-4710-8449-5ebef1e23e55}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4470,SCOT,SCOT_0104,{020500C0-C706-40A5-8C2A-ECD4005CC9E0},55,692205.170200000051409,6023417.588999999687076,-35.91468694,149.130142443000068,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 10, 'Camera_Number' field was 18, 'DIRECTION' field was None, 'DATE_established' was 2020-08-04 17:00:00 and GlobalID was {667d8b15-09fb-46a2-85b1-3df2f91adea3}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4471,SCOT,SCOT_0105,{C145CEA7-4F1C-4D00-ACD3-FD16BE86226D},55,691894.275200000032783,6023871.759600000455976,-35.910656,149.126589474000070,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 11, 'Camera_Number' field was 11, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 05:35:00 and GlobalID was {f8be95c3-a830-44b7-b5c1-12403ef0e611}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4472,SCOT,SCOT_0106,{BCFB8B04-1619-4060-903E-DA4BE45BE6F0},55,692137.282400000025518,6024473.572999999858439,-35.90518604,149.129135503000043,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 12, 'Camera_Number' field was 19, 'DIRECTION' field was None, 'DATE_established' was 2020-08-06 03:07:14 and GlobalID was {abe4b796-8d20-42bc-861e-dc42ceeb45b7}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4473,SCOT,SCOT_0107,{26CDF4BE-1FC3-4456-BE03-8F987DB6D11D},55,691519.184400000027381,6024394.128299999982119,-35.90602305,149.122309506000079,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 13, 'Camera_Number' field was 20, 'DIRECTION' field was None, 'DATE_established' was 2020-08-04 18:00:00 and GlobalID was {708a2579-1874-4332-8ffa-0cb978beb8b5}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4474,SCOT,SCOT_0108,{DB360BA9-69FD-46BA-9651-C2553A1DA65D},55,692361.254799999995157,6025016.972900000400841,-35.90024607,149.131484530000080,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 14, 'Camera_Number' field was 21, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 08:00:07 and GlobalID was {cb4e76ad-b766-45ec-9638-2b2f4b457dea}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4475,SCOT,SCOT_0109,{68C94E39-D49D-4974-87A9-36F2066AEF01},55,691750.233600000035949,6024907.754200000315905,-35.90135008,149.124744527000075,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 15, 'Camera_Number' field was 22, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 06:45:58 and GlobalID was {556820f7-a14b-4a1c-ad53-c49b46d340ac}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4476,SCOT,SCOT_0110,{1BB95186-9F26-4FAC-ADCA-2D793CF70F48},55,693995.831600000034086,6023584.896900000050664,-35.9128259,149.149934423000104,Other tussock grasslands,SCOT_T02,T02,Native Grasslands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 16, 'Camera_Number' field was 2, 'DIRECTION' field was se, 'DATE_established' was 2020-08-05 02:20:41 and GlobalID was {2fc05416-f42c-4472-a5d7-1ae61989c9ed}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4477,SCOT,SCOT_0111,{83B804A8-775F-49E8-BD5D-7C52720F0D6E},55,693201.814299999969080,6025606.478699999861419,-35.89476911,149.140649566000093,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 17, 'Camera_Number' field was 23, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 23:01:35 and GlobalID was {348281af-cfbb-4233-aad0-826a1d263e2d}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4478,SCOT,SCOT_0112,{74DD868F-09CA-4E1D-87BD-D30FB0568C83},55,692609.694000000017695,6025550.621600000187755,-35.89538911,149.134106560000077,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 18, 'Camera_Number' field was 24, 'DIRECTION' field was None, 'DATE_established' was 2020-08-06 00:17:40 and GlobalID was {0efb30c9-73f9-48cb-9da9-dbfdedad20eb}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4479,SCOT,SCOT_0113,{257F0D9F-C193-479D-9556-4F1013CBF967},55,692961.375699999975041,6025060.572100000455976,-35.89973507,149.138119530000040,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 19, 'Camera_Number' field was 25, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 07:30:09 and GlobalID was {b462a16a-dbd4-4a1b-92d1-0e29996c697a}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4480,SCOT,SCOT_0114,{82424698-A174-4820-ACDE-2932FE135E60},55,693114.086800000048243,6026664.351700000464916,-35.8852552,149.139421634000087,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 20, 'Camera_Number' field was 26, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 23:08:37 and GlobalID was {85c042d7-04de-4d9d-9ed4-60a6ce0661c1}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4481,SCOT,SCOT_0115,{E6FBEDA3-13BA-4D43-9EA9-9D000417A6D3},55,692522.783399999956600,6026599.477400000207126,-35.88595619,149.132890618000033,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 21, 'Camera_Number' field was 27, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 07:15:15 and GlobalID was {a47684a7-a474-4e5a-92f7-012e0ae15299}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4482,SCOT,SCOT_0116,{8AE09E46-CEE9-476F-9EE0-00BDD5765D1A},55,692931.376900000032037,6026148.922299999743700,-35.88993515,149.137523598000030,Other tussock grasslands,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 22, 'Camera_Number' field was 10, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 23:19:51 and GlobalID was {0e36f407-32a6-4d3e-b8ca-08d06302f96f}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4483,SCOT,SCOT_0117,{AFBFB568-8607-48C3-90F1-7E17F93897E3},55,692251.315999999991618,6026025.373300000093877,-35.89118214,149.130023583000025,Eucalyptus open forests with a grassy understorey,SCOT_T01,T01,Grassy Box-Gum Woodlands,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 23, 'Camera_Number' field was 28, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 23:40:09 and GlobalID was {bdd4a133-43c5-45db-8614-6d85d1e8516e}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4484,SCOT,SCOT_0118,{F81D7E6D-EC25-4D7C-BB64-D482C3ABCF73},55,691933.124199999962002,6026563.940000000409782,-35.88639218,149.126370604000044,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 24, 'Camera_Number' field was 29, 'DIRECTION' field was None, 'DATE_established' was 2020-08-06 02:43:09 and GlobalID was {c1527169-ce35-4e9c-b2e5-e920e5306547}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4485,SCOT,SCOT_0119,{9A209131-F663-4B0C-B324-DFFCEC6A2AB5},55,691722.183300000033341,6025980.401700000278652,-35.89169114,149.124175575000095,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 25, 'Camera_Number' field was 30, 'DIRECTION' field was None, 'DATE_established' was 2020-08-06 03:25:17 and GlobalID was {6be01d02-91fa-4710-aedb-bafdc1a55325}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
4486,SCOT,SCOT_0120,{60F0571C-54AF-4AAE-831C-64DA241A690D},55,692046.612700000056066,6025542.150600000284612,-35.89557611,149.127873557000044,Eucalyptus open forests with a grassy understorey,SCOT_T03,T03,Shrubby Eucalypt Woodland,,1/11/2023 23:14,,,"This site was imported from ArcGIS Online from the point layer 'Monitoring_Camera' within the feature layer 'Monitoring'. The original OBJECTID was 26, 'Camera_Number' field was 31, 'DIRECTION' field was None, 'DATE_established' was 2020-08-05 23:59:51 and GlobalID was {626d9d19-4464-4fe8-ab87-58660ec90991}.These are deer camera monitoring sites.",Active,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
